Name,Inventory Icon,Caption,Object Map Link,Element,Additional Element Attack Power (AOE),Additional Element Attack Power (Ranged),Additional Element Attack Power (Rod),Element Cooldown,Destroyed on Hit,Fusable,Fuse Attack Power (Sword),Fuse Attack Power (Large Sword),Fuse Attack Power (Spear),Fuse Attack Power (Arrow),Fuse Attack Power (Shield),Fuse Replace Properties,Fuse Cut or Blunt,Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Property 5,Fuse Property 6,Fuse Property 7,Hearts Recovered,Cooking Effect,Cooking Effect Level,Cooking Base Effect Duration,Cooking Effect Time Boost Duration,Cooking Effect Time Boost Success Rate,Sell Price,Buy Price (Rupees),Buy Price (Poes),Dye Color,Needed for Quests,Needed for Armor Upgrades,Scales To,Scale Up On Weapon When Points Total Is,Spawn Time,Despawn Time,Flame Guard Level,Flammable,Burns Out,Freezable,Conducts Electricity,Is Character,Wettability,Forest Dweller Cooldown (First Use),Forest Dweller Cooldown,Name (Japanese),Caption (Japanese),IsUsable,IsEditAttachParamForArrow,IsOverrideDamageAttribute,Cooking Tag 1,Cooking Tag 2,Cooking Tag 3,Cooking Tag (Custom),Cooking Tag (Custom) 2,ActorName,MaterialCategory,MaterialCategory Order,PouchSortKey,Compendium #,Inventory Order (By type)
Black Boss Bokoblin Horn,,"A double-edged, axe-shaped horn with two
leader bands. Attach it to a weapon to greatly
increase attack power, or cook it with a
critter to make an elixir.",-,-,-,-,-,-,FALSE,TRUE,27,28,21,27,27,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Cut Trees,-,-,-,-,-,-,00:40,-,36,144,-,Yellow,0,9,Silver Boss Bokoblin Horn,4533,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,黒ボスボコブリンの角,"リーダーの証の帯を2本もつ 両刃の斧状の角 
武器に付ければ攻撃力がかなり上がる
また 虫と煮込んで薬の材料にする事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_133,EnemyBlade,14,570,277,156
Silver Boss Bokoblin Horn,,"A circular, serrated horn. The neatly tied strap
contains arcane power. Attach it to a weapon
to vastly increase attack power, or cook it
with a critter to make an elixir.",-,-,-,-,-,-,FALSE,TRUE,37,38,28,37,37,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Cut Trees,-,-,-,-,-,-,00:40,-,44,176,-,Gray,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白銀ボスボコブリンの角,"側面が鋭利な環状の角 丁寧に結ばれた帯は
魔力が宿っており 武器に付けると攻撃力が　
すごく上がる  虫と煮込めば薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_134,EnemyBlade,14,565,278,157
Lizalfos Horn,,"A thin, sharp, knife-like horn. Attach it to a
weapon to increase its attack power, or cook
it with a critter to brew an elixir.",Lizalfos Horn,-,-,-,-,-,FALSE,TRUE,8,8,7,8,8,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,8,32,-,Light Yellow,0,9,Blue Lizalfos Horn,1733,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,リザルフォスの角,"薄く研ぎ澄まされたナイフ状の角
武器に付けると攻撃力を上げる事ができる
また 虫と煮込めば 薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_106,EnemyBlade,14,560,283,158
Blue Lizalfos Horn,,"A very long, sword-like horn. Attach it to a
weapon to moderately increase its attack
power, or cook it with a critter to brew an
elixir.",Blue Lizalfos Horn,-,-,-,-,-,FALSE,TRUE,16,16,13,16,16,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,10,40,-,Gray,0,15,Black Lizalfos Horn,2933,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,青リザルフォスの角,"天を突くように長く伸びた刀状の角
武器に付けると攻撃力がそこそこ上がる
また 虫と煮込んで 薬の材料にする事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_107,EnemyBlade,14,555,284,159
Black Lizalfos Horn,,"A blade-like, serrated horn. Attach it to a
weapon to greatly increase its attack power,
or cook it with a critter to brew an elixir.",-,-,-,-,-,-,FALSE,TRUE,26,27,20,26,26,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,15,60,-,Yellow,0,15,Silver Lizalfos Horn,4400,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,黒リザルフォスの角,"複数の切れ込みが入った刃物状の角
武器に付けると攻撃力がかなり上がる
また 薬の材料として使う事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_108,EnemyBlade,14,550,285,160
Silver Lizalfos Horn,,"A sickle-shaped horn that looks like it could
slice anything it touches. Attach it to a
weapon to vastly increase its attack power, or
cook it with a critter to make an elixir.",-,-,-,-,-,-,FALSE,TRUE,34,35,26,34,34,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,30,120,-,Crimson,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白銀リザルフォスの角,"触れるだけで何でも切り裂けそうな鎌状の角
武器に付けると 攻撃力がすごく上がる
また 虫と煮込む事で 薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_109,EnemyBlade,14,545,289,161
Fire-Breath Lizalfos Horn,,"A horn that glows red with the power of fire.
Cook it with a critter to make an elixir. The
right combination could draw out the blazing
power contained within.",Fire-Breath Lizalfos Horn,Fire,20,-,-,,FALSE,TRUE,15,15,12,15,15,TRUE,Cut,More Shield Surfing Friction,Not Torch,Extra Fire Attack Power,Warm,Shield Bash Attack,Fire Burst,Alter Shield Bash Animation,-,-,-,-,00:40,-,15,60,-,Red,0,30,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,火吹きリザルフォスの角,"炎の力を蓄え 赤熱した角
虫と煮込むと 薬の材料になり 工夫次第で
蓄えた炎の力を引き出す事も可能",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_58,EnemyBlade,14,540,286,162
Ice-Breath Lizalfos Horn,,"The freezing power embedded in this horn's
crystal tip can be used to your advantage if
you know how. Otherwise, cook it with a
critter to make an elixir.",Ice-Breath Lizalfos Horn,Ice,20,-,-,,FALSE,TRUE,15,15,12,15,15,TRUE,Cut,More Shield Surfing Friction,Not Torch,Extra Ice Attack Power,Cold,Shield Bash Attack,Ice Burst,Alter Shield Bash Animation,-,-,-,-,00:40,-,15,60,-,Light Blue,0,30,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,雹吐きリザルフォスの角,"先端の結晶に凍てつく冷気の力を蓄えた角
虫と煮込むと 薬の材料になり
使い方次第で その冷気を利用する事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_59,EnemyBlade,14,535,287,163
Electric Lizalfos Horn,,"A horn charged with as much electricity as a
bolt of lightning. Cook it with a critter to
make an elixir. It will discharge electricity
when stimulated.",Electric Lizalfos Horn,Electric,20,-,-,,FALSE,TRUE,15,15,12,15,15,TRUE,Cut,More Shield Surfing Friction,Not Torch,Extra Electric Attack Power,Shield Bash Attack,Electric Burst,Alter Shield Bash Animation,-,-,-,-,-,00:40,-,15,60,-,Yellow,0,33,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,シビレリザルフォスの角,"ほとばしる稲妻に匹敵する電気を蓄積した角
虫と煮込めば 薬の材料として使えるほか
刺激を与えると放電する性質も利用価値がある",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_60,EnemyBlade,14,530,288,164
Lynel Saber Horn,,"This blade-like Lynel horn is extremely sharp.
It increases a weapon's attack power when
attached. Cook it with a critter to make an
elixir.",Lynel Saber Horn,-,-,-,-,-,FALSE,TRUE,22,23,17,22,22,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,40,160,-,Brown,0,6,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ライネルの刃角,"ライネルの双角の片方である刃物状の角
非常に鋭く 武器に付けると攻撃力が上がる
また 虫と煮込めば薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_148,EnemyBlade,14,525,294,165
Blue-Maned Lynel Saber Horn,,"The sharp, blade-like horn of a Blue-Maned
Lynel. Attach it to a weapon to moderately
increase its attack power. Cook it with a
critter to make an elixir.",Blue-Maned Lynel Saber Horn,-,-,-,-,-,FALSE,TRUE,33,34,25,33,33,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,70,280,-,Gray,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,青髪ライネルの刃角,"青髪のライネルの双角の片方 全体が鋭い刃物状で
武器に付けると攻撃力がそこそこ上がる
虫と煮込んで薬の材料にする事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_149,EnemyBlade,14,520,296,166
White-Maned Lynel Saber Horn,,"This blade-like horn of a White-Maned Lynel
can slash through just about anything. Attach
it to a weapon to greatly increase attack
power. Cook with a critter to make an elixir.",-,-,-,-,-,-,FALSE,TRUE,44,46,34,44,44,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,90,360,-,Brown,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白髪ライネルの刃角,"白髪のライネルの双角の片方 連なる刃物の形状が
触れた物を切り裂き 武器に付けるとかなり
攻撃力が上がる 虫と煮込めば薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_150,EnemyBlade,14,515,298,167
Silver Lynel Saber Horn,,"This piercing horn is sharpened to a point for
maximum poking. Attach it to a weapon to
vastly increase its attack power. Cook it with
a critter to make an elixir.",-,-,-,-,-,-,FALSE,TRUE,55,57,42,55,55,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,150,600,-,Black,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白銀ライネルの刃角,"極限まで研ぎ澄まされた 長く鋭い角 斬れ味は
申し分なく 武器に付けると攻撃力がすごく上がる
煎じて虫と煮込めば 薬の材料としても使える",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_151,EnemyBlade,14,510,300,168
Soldier Construct Horn,,"A blade-like horn from a Soldier Construct.
It's very sharp, so handle with care.",Soldier Construct Horn,-,-,-,-,-,FALSE,TRUE,3,3,3,3,3,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Zonai,-,-,-,-,-,-,-,-,2,8,-,Green,0,15,Soldier Construct II Horn,1066,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,兵隊ゴーレムの角,"兵隊ゴーレムの頭部にある 刃物状の角 
とても鋭いため 取り扱うには注意が必要だ",FALSE,FALSE,FALSE,CookGolem,-,-,-,-,Item_Enemy_166,EnemyBlade,14,505,302,169
Soldier Construct II Horn,,"A sharp, hooked horn dropped from a Soldier
Construct II. It's well suited for slicing through
small branches and plants. Attach it to a
weapon to moderately increase attack power.",Soldier Construct II Horn,-,-,-,-,-,FALSE,TRUE,8,8,7,8,8,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Zonai,-,-,-,-,-,-,-,-,4,16,-,Green,0,15,Soldier Construct III Horn,1866,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,兵隊ゴーレムの角(中等),"兵隊ゴーレム(中等)の頭部にある ナタのような角
小枝の伐採や 草花の刈り取りに向いた形状で
武器に付けると 攻撃力がそこそこ上がる",FALSE,FALSE,FALSE,CookGolem,-,-,-,-,Item_Enemy_167,EnemyBlade,14,500,303,170
Soldier Construct III Horn,,"A serrated horn from a Soldier Construct III.
Attach it to a weapon to greatly increase
attack power. It can cut through plants and
large trees.",Soldier Construct III Horn,-,-,-,-,-,FALSE,TRUE,18,18,14,18,18,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Zonai,-,-,-,-,-,-,-,-,10,40,-,Green,0,15,Soldier Construct IV Horn,3333,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,兵隊ゴーレムの角(上等),"兵隊ゴーレム(上等)の頭部にある ノコギリ状の角
武器に付けると 攻撃力がかなり上がり
草花だけではなく 大きな樹木の伐採にも役立つ",FALSE,FALSE,FALSE,CookGolem,-,-,-,-,Item_Enemy_168,EnemyBlade,14,495,304,171
Soldier Construct IV Horn,,"A horn embedded with a sharp disk. The disk
spins mysteriously and can slice through
almost anything. Attach the horn to a weapon
and vastly increase its attack power.",-,-,-,-,-,-,FALSE,TRUE,24,25,19,24,24,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Zonai,-,-,-,-,-,-,-,-,24,96,-,Green,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,兵隊ゴーレムの角(特等),"鋭い刃を持つ 円盤が付いた角
円盤部分は 不思議な力で回転し 触れた物を
切断する 武器に付けるとすごく攻撃力が上がる",FALSE,FALSE,FALSE,CookGolem,-,-,-,-,Item_Enemy_169,EnemyBlade,14,490,305,172
Captain Construct I Horn,,"This wavy, double-edged, blade-like horn is
formidable when it comes to slashing. Attach
it to a weapon to increase attack power.",Captain Construct I Horn,-,-,-,-,-,FALSE,TRUE,5,5,4,5,5,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Zonai,-,-,-,-,-,-,-,-,3,12,-,Green,0,15,Captain Construct II Horn,1333,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,隊長ゴーレムの角,"隊長ゴーレムの頭部にある 波打つ両刃状の角
鋭利で 刃物の代わりに使うには申し分なく
武器に付けると攻撃力を上げる事ができる",FALSE,TRUE,FALSE,CookGolem,-,-,-,-,Item_Enemy_67,EnemyBlade,14,485,306,173
Captain Construct II Horn,,"A sharp, blade-like horn with a split tip that
easily slices anything it touches. Attach it to a
weapon to moderately increase attack power.",Captain Construct II Horn,-,-,-,-,-,FALSE,TRUE,15,15,12,15,15,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Zonai,-,-,-,-,-,-,-,-,9,36,-,Green,0,15,Captain Construct III Horn,2800,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,隊長ゴーレムの角(中等),"先端が左右に分かれ 鉤状になった鋭い角
触れるものを 簡単に切り裂く威力をもつ
武器に付けると 攻撃力がそこそこ上がる",FALSE,FALSE,FALSE,CookGolem,-,-,-,-,Item_Enemy_191,EnemyBlade,14,480,307,174
Captain Construct III Horn,,"A sharp, blade-like horn with a complex tip.
It looks almost decorative. Attach it to a
weapon to greatly increase attack power.",Captain Construct III Horn,-,-,-,-,-,FALSE,TRUE,25,26,19,25,25,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Zonai,-,-,-,-,-,-,-,-,12,48,-,Green,0,15,Captain Construct IV Horn,4266,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,隊長ゴーレムの角(上等),"先端が まるで装飾されたような
複雑な形状をした 鋭利な刃物状の角
武器に付けると 攻撃力がかなり上がる",FALSE,FALSE,FALSE,CookGolem,-,-,-,-,Item_Enemy_192,EnemyBlade,14,475,308,175
Captain Construct IV Horn,,"A mean-looking, branching, blade-like horn.
Its edges and tips are extremely sharp. Attach
it to a weapon to vastly increase its attack
power.",-,-,-,-,-,-,FALSE,TRUE,35,36,27,35,35,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Zonai,-,-,-,-,-,-,-,-,30,120,-,Green,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,隊長ゴーレムの角(特等),"根元から二つに分かれた 刃物状の角
先端や突起は非常に斬れ味が鋭く
武器に付けると 攻撃力がすごく上がる",FALSE,FALSE,FALSE,CookGolem,-,-,-,-,Item_Enemy_193,EnemyBlade,14,470,309,176
Hinox Toenail,,"As tough as plate armor, this item increases
an arrow's attack power when attached to it.
Cook it with a critter to make an elixir.",Hinox Toenail,-,-,-,-,-,FALSE,TRUE,7,7,6,14,7,TRUE,Cut,More Shield Surfing Friction,Not Torch,Cut Trees,Shield Bash Attack,-,-,-,-,-,-,-,01:20,10%,20,80,-,Brown,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ヒノックスの爪,"鎧の装甲のように分厚い爪
矢じりに使うと 普段より攻撃力が上がる
また 虫と煮込む事で薬の材料にもなる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_32,EnemyBlade,14,465,-,177
Gleeok Flame Horn,,"A crown-like, fire-imbued horn of a Gleeok.
Attach it to a weapon to vastly increase its
attack power. Cook it with a critter to make
an elixir.",-,Fire,20,-,-,None,FALSE,TRUE,30,31,23,30,30,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Fire Attack Power,Fire Burst,Warm,No Fire Cooldown,-,-,-,-,00:40,-,70,280,-,Crimson,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,グリオークの火炎角,"炎をまとったグリオークの 頭部にある冠状の角
刺激によって火を放ち 武器に付けると攻撃力が
すごく上がる 煎じれば薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_153,EnemyBlade,14,460,315,178
Gleeok Frost Horn,,"A crown-like, frost-imbued horn of a Gleeok.
Attach it to a weapon to vastly increase its
attack power. Cook it with a critter to make
an elixir.",-,Ice,20,-,-,None,FALSE,TRUE,30,31,23,30,30,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Ice Attack Power,Ice Burst,Cold,No Ice Cooldown,-,-,-,-,00:40,-,90,360,-,Navy,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,グリオークの氷雪角,"冷気を操るグリオークの冠状の角 凍えるほど
冷たい刃を備えており 武器に付けると攻撃力が
すごく上がる 虫と煮込んで薬の材料にもできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_154,EnemyBlade,14,455,316,179
Gleeok Thunder Horn,,"A crown-like, lightning-imbued horn of a
Gleeok. Attach it to a weapon to vastly
increase its attack power. Cook it with a
critter to make an elixir.",Gleeok Thunder Horn,Electric,20,-,-,None,FALSE,TRUE,30,31,23,30,30,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Electric Attack Power,Electric Burst,No Electric Cooldown,-,-,-,-,-,00:40,-,150,600,-,Yellow,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,グリオークの雷電角,"雷を帯びたグリオークの 頭部にある冠状の角
溜めた電気を放電する性質があり 武器に付けると
攻撃力がすごく上がる 煮込めば薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_155,EnemyBlade,14,450,317,180
Dinraal's Horn,,"A sharp horn of the red spirit, Dinraal. It is
said to be the crystallized power of fire itself.
Attach the blade-shaped horn to a weapon to
vastly increase attack power.",-,Fire,20,-,-,,FALSE,TRUE,26,27,20,26,26,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Extra Fire Attack Power,Fire Burst,Warm,-,-,-,-,30:00,100%,300,1200,-,Crimson,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,オルドラの角,"赤き精霊オルドラの鋭利な角
炎の力が結晶化して 角になったと言われている
刃物状で 武器に付けると攻撃力がすごく上がる",FALSE,FALSE,FALSE,CookLowPrice,CookSpice,-,-,-,Item_Enemy_211,EnemyBlade,14,445,321,181
Naydra's Horn,,"A sharp horn of the blue spirit, Naydra. It is
said to be the crystallized power of ice itself.
Attach the blade-shaped horn to a weapon to
vastly increase attack power.",-,Ice,20,-,-,,FALSE,TRUE,26,27,20,26,26,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Extra Ice Attack Power,Ice Burst,Cold,-,-,-,-,30:00,100%,300,1200,-,Light Blue,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ネルドラの角,"青き精霊ネルドラの鋭利な角
氷の力が結晶化して 角になったと言われている
刃物状で 武器に付けると攻撃力がすごく上がる",FALSE,FALSE,FALSE,CookLowPrice,CookSpice,-,-,-,Item_Enemy_212,EnemyBlade,14,440,323,182
Farosh's Horn,,"A sharp horn of the golden spirit, Farosh. It is
said to be the crystallized power of electricity
itself. Attach the blade-shaped horn to a
weapon to vastly increase attack power.",Farosh's Horn,Electric,20,-,-,,FALSE,TRUE,26,27,20,26,26,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Extra Electric Attack Power,Electric Burst,-,-,-,-,-,30:00,100%,300,1200,-,Light Yellow,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,フロドラの角,"黄金の精霊フロドラの鋭利な角
雷の力が結晶化して 角になったと言われている
刃物状で 武器に付けると攻撃力がすごく上がる",FALSE,FALSE,FALSE,CookLowPrice,CookSpice,-,-,-,Item_Enemy_213,EnemyBlade,14,435,325,183
Light Dragon's Horn,,"A horn chipped off the Light Dragon. Its
gentle glow has a calming effect, and it has a
mysterious healing power when attached to
a weapon.",-,-,-,-,-,,FALSE,TRUE,20,21,16,20,20,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Attacks Heal,-,-,-,-,-,-,30:00,100%,300,1200,-,White,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白龍の角,"白龍から欠け落ちた 角
優しく光っていて 見ていると気持ちが落ち着く
武器に付けると 使用者を癒す不思議な性質がある",FALSE,FALSE,FALSE,CookLowPrice,CookSpice,-,-,-,Item_Enemy_214,EnemyBlade,14,430,327,184
Like Like Stone,,"A strange round stone from a Like Like,
made of crystallized inner fluids. It's a good
ingredient for elixirs.",-,-,-,-,-,,FALSE,TRUE,4,4,4,4,4,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Attack Power On Rock Type,Shield Bash Attack,-,-,-,-,-,-,-,01:20,10%,15,60,-,White,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ライクライクの胃石,"ライクライクの中から出てきた奇妙な丸石
体液が 結晶化してできた石で 
その成分は 薬の材料になる事が知られている",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_181,EnemyHammer,15,300,265,185
Fire Like Stone,,"A stomach stone that persists even at high
temperatures. It retains heat even outside the
body of the creature that contained it, which
makes it a useful elixir ingredient.",-,Fire,20,-,-,,FALSE,TRUE,12,12,10,12,12,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Attack Power On Rock Type,Extra Fire Attack Power,Warm,Shield Bash Attack,Fire Burst,-,-,-,-,01:20,10%,25,100,-,Red,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ファイアライクの胃石,"長くその高温の体内で 温められ続けた石
体外に取り出した後も 常に熱を帯びており
その効能は 薬の材料としても重宝する",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_182,EnemyHammer,15,300,266,186
Ice Like Stone,,"A stomach stone kept cold inside a very low-
temperature body. It stays cold, even outside
the body of the creature that contained it.
Cook it with a critter to make an elixir.",-,Ice,20,-,-,,FALSE,TRUE,12,12,10,12,12,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Attack Power On Rock Type,Shield Bash Attack,Extra Ice Attack Power,Cold,Ice Burst,-,-,-,-,01:20,10%,25,100,-,Light Blue,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,アイスライクの胃石,"非常に低温の体内で冷やされ続けた石
体外に取り出した後も 氷のように冷たい
虫と煮込んで 薬の材料にする事ができる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_184,EnemyHammer,15,290,267,187
Shock Like Stone,,"A stomach stone exposed to high voltage
inside the body of a Shock Like. It maintains
some charge even outside the creature. Cook
it with a critter to make an elixir.",-,Electric,20,-,-,,FALSE,TRUE,12,12,10,12,12,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Attack Power On Rock Type,Shield Bash Attack,Extra Electric Attack Power,Electric Burst,-,-,-,-,-,01:20,10%,25,100,-,Yellow,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,エレキライクの胃石,"エレキライクの体内で高電圧に晒され続けた石
体外に取り出した後も わずかに帯電している
虫と煮込むと 薬の材料としても使う事ができる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_183,EnemyHammer,15,285,268,188
Moblin Horn,,"A hard horn that resulted from a skull
mutation. Attach it to a weapon to increase
its attack power, or cook it with a critter to
make an elixir.",Moblin Horn,-,-,-,-,,FALSE,TRUE,6,6,5,6,6,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Attack Power On Rock Type,-,-,-,-,-,-,-,00:40,-,5,20,-,Light Yellow,0,9,Blue Moblin Horn,1466,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,モリブリンの角,"頭部の骨が変形してできた 硬い角
武器に付けると攻撃力が上がる
また 虫と煮込む事で薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_89,EnemyHammer,15,280,279,189
Blue Moblin Horn,,"A large, curved horn with two extremely hard
tips. Attach it to a weapon to moderately
increase its attack power, or cook it with a
critter to make an elixir.",Blue Moblin Horn,-,-,-,-,,FALSE,TRUE,13,13,10,13,13,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Attack Power On Rock Type,-,-,-,-,-,-,-,00:40,-,9,36,-,Brown,0,15,Black Moblin Horn,2533,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,青モリブリンの角,"左右に大きく分かれ湾曲した角 先端が最も硬く
武器に付けると攻撃力がそこそこ上がる
煎じて虫と煮込めば 薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_90,EnemyHammer,15,275,280,190
