Name,Type,ActorName,Object Map Link,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height
Tarrey Town Tunnel,Cave,Cave_Akkala_0005,Tarrey Town Tunnel,3925.9268,1576.4231,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Construction Site Cave,Cave,Cave_Akkala_0007,Construction Site Cave,3678.7227,1538.2518,75,3735,1534,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkala Citadel Ruins Cave,Cave,Cave_Akkala_0010,Akkala Citadel Ruins Cave,3243.7158,1456.8245,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skull Lake Cave,Cave,Cave_Akkala_0011,Skull Lake Cave,3321.5,3424,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Akkala Beach Cave,Cave,Cave_Akkala_0014,North Akkala Beach Cave,4650.6704,3584.9077,-51,4646,3207,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkala Citadel Ruins Summit Cave,Cave,Cave_Akkala_0017,Akkala Citadel Ruins Summit Cave,3292.5,1492,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranch Ruins Cave,Cave,Cave_CentralHyrule_0008,Ranch Ruins Cave,37.30195,-198.8625,19,6,-158,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Plateau Foothill Cave,Cave,Cave_CentralHyrule_0009,Great Plateau Foothill Cave,-832.3462,-1488.3772,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bottomless Cave,Cave,Cave_CentralHyrule_0011,Bottomless Cave,711.5814,-1449.0991,1486,739,-1358,1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pit Cave,Cave,Cave_CentralHyrule_0013,Pit Cave,632.27985,-1638.8113,1484,587,-1625,1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondside Cave,Cave,Cave_CentralHyrule_0017,Pondside Cave,170.51662,-1633.7733,1378,260,-1558,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Hidden Passage,Cave,Cave_CentralHyrule_0018,Royal Hidden Passage,-325.6665,802.52637,55,-254,129,9,-254,767,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mining Cave,Cave,Cave_CentralHyrule_0019,Mining Cave,380.06,-1631.6466,1412,490,-1626,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Tree Stump Cave,Cave,Cave_CentralHyrule_0020,Ancient Tree Stump Cave,-1111.5,-432.06256,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whistling Hill Cave,Cave,Cave_CentralHyrule_0021,Whistling Hill Cave,-72.10925,-1045.974,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passeri Greenbelt Cave,Cave,Cave_CentralHyrule_0022,Passeri Greenbelt Cave,-512.3591,127.59183,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coliseum Ruins Cave,Cave,Cave_CentralHyrule_0023,Coliseum Ruins Cave,-1167.1548,-1310.9766,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage Temple Cave,Cave,Cave_CentralHyrule_0030,Sage Temple Cave,-1404.5,-256.5,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Mountain East Tunnel,Cave,Cave_Eldin_0020,Death Mountain East Tunnel,2767.8118,2778.1846,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Mountain West Tunnel,Cave,Cave_Eldin_0021,Death Mountain West Tunnel,2238.6052,2682.3765,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Darman Monster Den,Cave,Cave_Eldin_0022,Lake Darman Monster Den,2373.343,3051.7026,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Rabac Gallery,Cave,Cave_Eldin_0023,Isle of Rabac Gallery,1554.5587,3102.5134,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goronbi River Cave,Cave,Cave_Eldin_0025,Goronbi River Cave,1423.078,2102.7288,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Mine,Cave,Cave_Eldin_0026,Southern Mine,1800.9548,1983.3522,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorko Tunnel,Cave,Cave_Eldin_0027,Gorko Tunnel,2015.9999,2038.9841,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Restaurant Cave,Cave,Cave_Eldin_0028,West Restaurant Cave,1642.8483,1729.563,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Restaurant Cave,Cave,Cave_Eldin_0029,East Restaurant Cave,1853.9558,1719.9526,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lizard's Burrow,Cave,Cave_Eldin_0030,Lizard's Burrow,2206.314,3075.3193,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Intenoch Cave,Cave,Cave_Eldin_0031,Lake Intenoch Cave,2485.386,1792.9832,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YunoboCo HQ East Cave,Cave,Cave_Eldin_0033,YunoboCo HQ East Cave,1764.6531,2837.4038,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YunoboCo HQ South Cave,Cave,Cave_Eldin_0034,YunoboCo HQ South Cave,1713.881,2718.5872,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Mountain Foothill Cave,Cave,Cave_Eldin_0035,Death Mountain Foothill Cave,1949.909,2687.2087,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Ferona Cave,Cave,Cave_Eldin_0037,Lake Ferona Cave,1929.5,1271.6445,122,1932,1305,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cephla Lake Cave,Cave,Cave_Eldin_0038,Cephla Lake Cave,2593.6472,1330.4476,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foothill Monster Den,Cave,Cave_Eldin_0039,Foothill Monster Den,2275.316,1520.0989,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floria River Upstream Excavation,Cave,Cave_Firone_0002,Floria River Upstream Excavation,809.8935,-2971.707,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagos Woods Excavation Site,Cave,Cave_Firone_0008,Pagos Woods Excavation Site,671.8048,-3109.4807,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobio's Hollow Cave,Cave,Cave_Firone_0009,Tobio's Hollow Cave,1169.6355,-2443.8496,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora Lakefront Cave,Cave,Cave_Firone_0016,Cora Lakefront Cave,-256.15173,-2940.198,-18,-171,-3067,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finra Woods Excavation Site,Cave,Cave_Firone_0020,Finra Woods Excavation Site,568.6034,-2981.8767,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarjon Woods Cave,Cave,Cave_Firone_0022,Sarjon Woods Cave,1203.0944,-3170.906,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Hylia Whirlpool Cave,Cave,Cave_Firone_0023,Lake Hylia Whirlpool Cave,125.74767,-2501.4507,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popla Foothills Excavation Site,Cave,Cave_Firone_0024,Popla Foothills Excavation Site,608.9023,-2210.0796,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffer Beach Overhead Cave,Cave,Cave_Firone_0029,Puffer Beach Overhead Cave,283.978,-3851.469,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River of the Dead Waterfall Cave,Cave,Cave_FirstPlateau_0001,River of the Dead Waterfall Cave,-1092.3813,-2162.7107,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrine of Resurrection,Cave,Cave_FirstPlateau_0002,Shrine of Resurrection,-1061.8751,-1829.5541,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerudo Sanctuary,Cave,Cave_GerudoDesert_0007,Gerudo Sanctuary,-3763.275,-2698.5188,15,-3763,-2421,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley of Silent Statues,Cave,Cave_GerudoDesert_0008,Valley of Silent Statues,-3827.19,-2650.3188,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quicksand Lake Cave,Cave,Cave_GerudoDesert_0015,Quicksand Lake Cave,-3238.8164,-2939.6553,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Nabooru Cave,Cave,Cave_GerudoDesert_0022,Mount Nabooru Cave,-1967.0039,-2059.6113,31,-1796,-1961,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stalry Plateau Cave,Cave,Cave_GerudoDesert_0030,Stalry Plateau Cave,-1527.7625,-2222.5417,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Gerudo Ruins Cave,Cave,Cave_GerudoDesert_0031,East Gerudo Ruins Cave,-2696.0247,-2808.6152,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Gerudo Cave,Cave,Cave_GerudoDesert_0032,Central Gerudo Cave,-3679.0513,-3255.3662,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Nabooru South Cave,Cave,Cave_GerudoDesert_0035,Mount Nabooru South Cave,-1726.9635,-2183.3787,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Spectacle Rock Cave,Cave,Cave_GerudoDesert_0036,Lower Spectacle Rock Cave,-1744.3539,-2394.1816,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectacle Rock Cave,Cave,Cave_GerudoDesert_0037,Spectacle Rock Cave,-2215.9084,-2395.2703,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Prison Ruins,Cave,Cave_GerudoDesert_0039,Ancient Prison Ruins,-3099.359,-3063.7786,-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Gerudo Cave,Cave,Cave_GerudoDesert_0040,South Gerudo Cave,-2939.1023,-3857.828,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koukot Plateau Cave,Cave,Cave_GerudoDesert_0041,Koukot Plateau Cave,-2258.9219,-1759.3341,57,-2174,-1842,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Altar Ruins,Cave,Cave_GerudoDesert_0044,Ancient Altar Ruins,-2535.5417,-3626.1006,-48,-2519,-3672,-47,-2584,-3638,-47,-2571,-3744,-51,-2531,-3769,-46,-2481,-3758,-46,-2521,-3725,-47,-2565,-3682,-48,-2452,-3677,-46,-2481,-3633,-46,-2478,-3710,-47,-2605,-3709,-49
Oasis Source,Cave,Cave_GerudoDesert_0045,Oasis Source,-3354.9404,-2693.962,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerudo Great Skeleton,Cave,Cave_GerudoDesert_0046,Gerudo Great Skeleton,-4814.321,-3875.4285,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Gerudo Underground Ruins,Cave,Cave_GerudoDesert_0049,West Gerudo Underground Ruins,-4673.2,-1986.1368,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiga Blademaster Station,Cave,Cave_GerudoDesert_0050,Yiga Blademaster Station,-2433.9128,-1819.6832,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerudo Canyon Mine,Cave,Cave_GerudoDesert_0051,Gerudo Canyon Mine,-2611.2776,-2604.7695,113,-2677,-2403,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taafei Hill Cave,Cave,Cave_GerudoHighlands_0002,Taafei Hill Cave,-2457.3281,-1798.5457,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statue of the Eighth Heroine Cave,Cave,Cave_GerudoHighlands_0008,Statue of the Eighth Heroine Cave,-4384.535,-536.5526,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadela's Mantle Cave,Cave,Cave_GerudoHighlands_0014,Meadela's Mantle Cave,-3982.8318,-1245.3802,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystathi's Shelf Cave,Cave,Cave_GerudoHighlands_0017,Mystathi's Shelf Cave,-3881.6516,-726.7761,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Dunsel Cave,Cave,Cave_HateruEast_0000,Mount Dunsel Cave,3224.2493,-3017.7727,60,3291,-3296,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Floria Cave,Cave,Cave_HateruEast_0002,Mount Floria Cave,1959.679,-2611.6514,72,1790,-2986,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corta Lake Cave,Cave,Cave_HateruEast_0006,Corta Lake Cave,1676.7953,-3038.7727,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodai Lakefront Tunnel,Cave,Cave_HateruEast_0007,Rodai Lakefront Tunnel,1896.3988,-3111.2437,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calora Lake Cave,Cave,Cave_HateruEast_0008,Calora Lake Cave,1958.7816,-3032.7861,193,2010,-3164,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rassla Lake Cave,Cave,Cave_HateruEast_0009,Rassla Lake Cave,1813.53,-3738.0203,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eventide Island Cave,Cave,Cave_HateruEast_0013,Eventide Island Cave,4752.63,-3781.5056,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ubota Point Cave,Cave,Cave_HateruEast_0014,Ubota Point Cave,1446.7192,-3483.6504,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atun Valley Cave,Cave,Cave_HateruEast_0016,Atun Valley Cave,2454,-3193,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byroad to Lanayru Wetlands,Cave,Cave_HateruWest_0002,Byroad to Lanayru Wetlands,1617,-1260,7,1588,-812,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kakariko Village Cave,Cave,Cave_HateruWest_0005,Kakariko Village Cave,1947.4885,-981.81696,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucco Hideaway,Cave,Cave_HateruWest_0006,Cucco Hideaway,1877.4341,-1160.3832,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahasra Slope Cave,Cave,Cave_HateruWest_0008,Sahasra Slope Cave,1373.0244,-1197.2487,130,1328,-1156,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dueling Peaks North Cave,Cave,Cave_HateruWest_0011,Dueling Peaks North Cave,1194.4573,-1854.0563,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dueling Peaks South Cave,Cave,Cave_HateruWest_0012,Dueling Peaks South Cave,1183.3723,-1947.5531,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturnida Springs Cave,Cave,Cave_Hebra_0000,Sturnida Springs Cave,-4041.1606,2671.444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icefall Foothills Cave,Cave,Cave_Hebra_0013,Icefall Foothills Cave,-4429.3438,3760.2036,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kilsie Cave,Cave,Cave_Hebra_0015,Lake Kilsie Cave,-3930.9924,2861.2566,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra Headspring Cave,Cave,Cave_Hebra_0016,Hebra Headspring Cave,-2900.1562,2510.2598,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikida Stonegrove Northwest Cave,Cave,Cave_Hebra_0019,Pikida Stonegrove Northwest Cave,-2642.2852,3268.2998,250,-2414,3136,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra Great Skeleton,Cave,Cave_Hebra_0021,Hebra Great Skeleton,-3814.6094,3595.4834,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra Mountains Northwest Cave,Cave,Cave_Hebra_0022,Hebra Mountains Northwest Cave,-2995.5662,3225.7515,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brightcap Cave,Cave,Cave_Hebra_0023,Brightcap Cave,-3005.719,1635.0288,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rospro Pass Cave,Cave,Cave_Hebra_0025,Rospro Pass Cave,-3559.5554,2488.378,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talonto Peak Cave,Cave,Cave_Hebra_0026,Talonto Peak Cave,-3214.6082,2462.2405,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra South Summit Cave,Cave,Cave_Hebra_0030,Hebra South Summit Cave,-3398.4336,2499.3608,314,-3227,2535,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabantha Hills Cave,Cave,Cave_Hebra_0035,Tabantha Hills Cave,-2840.9312,1771.9114,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Drena Foothill Cave,Cave,Cave_Hebra_0036,Mount Drena Foothill Cave,-1372.0897,2861.3076,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kopeeki Drifts Cave,Cave,Cave_Hebra_0037,Kopeeki Drifts Cave,-2395.838,2276.6277,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Lake Totori Cave,Cave,Cave_Hebra_0039,West Lake Totori Cave,-3958.6863,2029.4797,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Biron Snowshelf Cave,Cave,Cave_Hebra_0040,North Biron Snowshelf Cave,-3960.0823,3245.2175,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Biron Snowshelf Cave,Cave,Cave_Hebra_0041,East Biron Snowshelf Cave,-3555.201,3088.2205,274,-3989,3063,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rauru Hillside Cave,Cave,Cave_HyruleForest_0001,Rauru Hillside Cave,676.46606,1389.7833,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pico Pond Cave,Cave,Cave_HyruleForest_0006,Pico Pond Cave,1247.2585,1231.9303,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiga Clan Maritta Branch,Cave,Cave_HyruleForest_0007,Yiga Clan Maritta Branch,-643.5,2040,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deplian Badlands Cave,Cave,Cave_HyruleForest_0008,Deplian Badlands Cave,307.1301,3579.3474,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Hyrule Plain Cave,Cave,Cave_HyruleRidge_0000,North Hyrule Plain Cave,-1234.1781,770.21735,78,-1188,645,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamio River Downstream Cave,Cave,Cave_HyruleRidge_0002,Tamio River Downstream Cave,-2921.855,-804.1642,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindor's Brow Cave,Cave,Cave_HyruleRidge_0003,Lindor's Brow Cave,-1734.9275,1165.6956,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satori Mountain Foothill Cave,Cave,Cave_HyruleRidge_0005,Satori Mountain Foothill Cave,-2198.5413,-807.5707,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thundra Plateau Cave,Cave,Cave_HyruleRidge_0006,Thundra Plateau Cave,-2268.3508,899.2295,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanagar Canyon East Cave,Cave,Cave_HyruleRidge_0007,Tanagar Canyon East Cave,-2049.1267,1631.7072,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satori Mountain Cave,Cave,Cave_HyruleRidge_0008,Satori Mountain Cave,-2151.008,-360.52097,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crenel Peak Cave,Cave,Cave_Lanayru_0006,Crenel Peak Cave,1144.7145,247.46425,58,1350,296,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luto's Channel,Cave,Cave_Lanayru_0008,Luto's Channel,3094.097,-51.307983,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oren Bridge Cave,Cave,Cave_Lanayru_0014,Oren Bridge Cave,2909.6167,-65.92992,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabahl Woods Cave,Cave,Cave_Lanayru_0019,Tabahl Woods Cave,2674.9854,287.42862,90,2606,227,76,2680,218,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boné Pond East Cave,Cave,Cave_Lanayru_0024,Boné Pond East Cave,2185.0784,142.07874,38,2254,14,17,2215,100,72,2261,108,111,,,,,,,,,,,,,,,,,,,,,,,,
Upland Zorana Mountainside Cave,Cave,Cave_Lanayru_0032,Upland Zorana Mountainside Cave,2570.0251,517.98926,165,2634,526,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upland Zorana Byroad,Cave,Cave_Lanayru_0033,Upland Zorana Byroad,2863.6323,346.32947,228,2700,480,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horon Lagoon Cave,Cave,Cave_Lanayru_0035,Horon Lagoon Cave,4243.9663,-255.66548,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarm Point Cave,Cave,Cave_Lanayru_0036,Tarm Point Cave,4473.05,-826.9572,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralis Channel,Cave,Cave_Lanayru_0048,Ralis Channel,2958.8315,253.88513,203,2912,170,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upland Zorana Summit Cave,Cave,Cave_Lanayru_0049,Upland Zorana Summit Cave,2850.636,477.983,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crenel Hills Cave,Cave,Cave_Lanayru_0052,Crenel Hills Cave,493.7314,730.937,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rebonae Bridge Cave,Cave,Cave_Lanayru_0053,Rebonae Bridge Cave,845.9233,31.496836,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reservoir Lakefront Cavern,Cave,Cave_Lanayru_0055,Reservoir Lakefront Cavern,3809.5823,419.5987,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ploymus Mountain Cave,Cave,Cave_Lanayru_0057,Ploymus Mountain Cave,3660.896,538.58655,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upland Zorana Foothill Cave,Cave,Cave_Lanayru_0060,Upland Zorana Foothill Cave,3147.3918,667.60956,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave Under Zora's Domain,Cave,Cave_Lanayru_0061,Cave Under Zora's Domain,3240.9922,373.52008,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanayru Road South Cave,Cave,Cave_LanayruMountain_0002,Lanayru Road South Cave,2698.2744,-1314.642,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapla Point Cave,Cave,Cave_LanayruMountain_0006,Mapla Point Cave,4585.3315,-2246.2834,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakle's Navel Cave,Cave,Cave_LanayruMountain_0008,Oakle's Navel Cave,2504.1045,-2106.5208,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanayru Road East Cave,Cave,Cave_LanayruMountain_0010,Lanayru Road East Cave,3073.5364,-1137.7854,92,3476,-968,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robred Dropoff Cave,Cave,Cave_LanayruMountain_0014,Robred Dropoff Cave,2492.99,-1477.6471,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnot Mountain Cave,Cave,Cave_LanayruMountain_0016,Walnot Mountain Cave,4225.5356,-1738.9546,181,3934,-2069,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepback Bay Cave,Cave,Cave_LanayruMountain_0022,Deepback Bay Cave,4213.486,-2262.5757,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Cales Cliffbase Cave,Cave,Cave_LanayruMountain_0024,Cape Cales Cliffbase Cave,3650.4011,-3210.8154,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retsam Forest Cave,Cave,Cave_LanayruMountain_0025,Retsam Forest Cave,3757.4482,-2066.6062,215,3749,-2027,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Hateno Cave,Cave,Cave_LanayruMountain_0026,Fort Hateno Cave,2243.432,-1689.5991,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gisa Crater Cave,Cave,Cave_Tabantha_0001,Gisa Crater Cave,-3865.5,1011.5,73,-3931,1091,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Columns Cave,Cave,Cave_Tabantha_0002,Ancient Columns Cave,-3465.1208,449.46014,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanagar Canyon West Cave,Cave,Cave_Tabantha_0003,Tanagar Canyon West Cave,-3308.4724,789.76373,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Komo Shoreline Cave,Cave,Well_0043B,Komo Shoreline Cave,486.93274,-3831.1365,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristine Sanctum,Cave,Zora_Imperial_Palace,Pristine Sanctum,3708.0193,608.6937,344,3622,583,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Zora Waterworks,Cave,ZoraZonauTerminal,Ancient Zora Waterworks,3606.6409,122.20181,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Gerudo Chasm,Cave,Cave_GerudoDesert_0043,East Gerudo Chasm,-2491.193,-3067.738,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyrule Ridge Chasm,Cave,Cave_HyruleRidge_0004,Hyrule Ridge Chasm,-2644.2444,1126.0236,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanayru Wetlands Chasm,Cave,Cave_Lanayru_0050,Lanayru Wetlands Chasm,1726.917,162.05481,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chasm Under Zora's Domain,Cave,Cave_Lanayru_0063,Chasm Under Zora's Domain,3271.5498,441.58716,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skull Lake Chasm,Cave,DeepHole_AkkareSkull,Skull Lake Chasm,3246.8164,3441.8833,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiga Clan Hideout Chasm,Cave,DeepHole_B-6_AssasisnBoss,Yiga Clan Hideout Chasm,-3430.1821,-1333.4434,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birida Lookout Chasm,Cave,DeepHole_B-6_Tower,Birida Lookout Chasm,-3685.628,-1859.8691,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
